7,0,1.00004,1.000040054321289,3636711248,29092524702.66845,0,8428808,52,71,1500,false
7,1.00004,2.001091,1.0010509490966797,3673948160,29360728648.74874,0,8428808,40,47,1500,false
7,2.001091,3.000517,0.999426007270813,3591372800,28747483246.36584,0,8428808,149,257,1500,false
7,3.000517,4.000178,0.9996610283851624,3620208640,28971489632.625023,0,8428808,17,8,1500,false
7,4.000178,5.000105,0.9999269843101501,3579576320,28638701634.55625,0,8428808,17,8,1500,false
7,5.000105,6.002017,1.001911997795105,3664773120,29262235629.995605,0,8428808,79,115,1500,false
7,6.002017,7.000652,0.9986349940299988,3583508480,28707253412.290115,0,8428808,62,91,1500,false
7,7.000652,8.000053,0.9994009733200073,3662151680,29314773771.607143,0,8428808,35,38,1500,false
7,8.000053,9.001142,1.0010889768600464,3696230400,29537677352.863216,0,8428808,36,38,1500,false
7,9.001142,10.003461,1.0023189783096313,3690987520,29459584023.63842,0,8428808,68,83,1500,false
